OBJECTID,GB_KEY,GSI_KEY,PROJECT NAME,DEPARTMENT,PURPOSE,FUNDER,INSTALL YEAR,SEWER CLASSIFICATION CODE,CSO BASIN KEY,CSO BASIN NAME,CREEK WATERSHED KEY,CREEK WATERSHED NAME,SOURCE TYPE,SOURCE ID,BEST MANAGED PRACTICE,NUMBER OF BMPS,INFILTRATION SQ FT,IMPERVIOUS MANAGED SQ FT,AVG ANNUAL RUNOFF VOL MANAGED CB FT,AVG ANNUAL RUNOFF VOL MANAGED GLN,GlobalID,x,y
393614,3367,1177,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,8675400035,RGN,,,1401,2881,21551,da678530-f00d-4d0c-9adc-9696fe24dfbb,1255540.30217846,254910.011961073
393615,3368,1178,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,5249803235,CST,,,3436,3247,24288,1adf1050-ce9e-4477-845a-abf43312d970,1285451.68985708,207436.800136462
393616,3369,1179,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,5249802600,CST,,,1250,1182,8838,f29847fa-3c59-4bc9-868b-0ac0495c0b6d,1284784.2400644,207047.370120063
393617,3370,1180,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,8113101365,CST,,,1486,1404,10504,345c3359-e88b-4052-bd0e-627e2cd07252,1284475.68128009,202988.438339904
393618,3371,1181,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,8113101360,CST,,,1160,1096,8196,b9412c53-c456-4b79-bc4a-7e44ca0cafe9,1284477.2023041,202946.679875866
393619,3372,1182,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,8113101316,CST,,,1412,1334,9981,5824bd1f-397a-49fa-8148-33807be1b8fb,1284490.6160001,203032.827011943
393620,3373,1183,RAINWISE,SPU,RW,SPU,2016,P,,Ballard,,,PIN,6610000015,CST,,,1470,1389,10391,26e0bc0a-84e4-4a98-adb8-e7728118d61b,1264091.24209121,243771.294061661
393621,3374,1184,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,5249802410,CST,,,1293,1222,9140,843bde4d-2838-4d11-8c83-ecbb58eb6261,1284406.05049601,208090.57472913
393622,3375,1185,RAINWISE,SPU,RW,SPU,2016,P,,North Union Bay,,,PIN,8813400535,RGN,,,840,1729,12931,507b0aaf-5669-408f-b513-96628e2535e5,1282289.05215785,245530.816175461
393623,3376,1186,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,2856100700,CST,,,1560,1474,11023,e3b95bfc-9aeb-43cb-8af5-23483ca0559a,1256827.97609977,250672.762868732
393624,3377,1187,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,9834201010,CST,,,1036,979,7323,1f5f0b57-8dd5-43d4-b8b3-142bac8c331b,1281339.99007687,212032.120013162
393625,3378,1188,RAINWISE,SPU,RW,SPU,2016,P,,Montlake,,,PIN,6788200185,CST,,,1165,1101,8235,ced4a659-a502-468f-9a65-13ebbe07abb3,1278446.92991391,237370.776039109
393626,3379,1189,RAINWISE,SPU,RW,SPU,2016,P,,North Union Bay,,,PIN,9294300365,CST,,,1021,965,7217,72829436-2436-423e-a139-96f936f6ea83,1287091.67117077,252050.582006142
393627,3380,1190,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,4443800785,CRG,,,1190,2449,18319,04de0027-76d2-4e71-8aa4-a381cf3fe20c,1256726.83491567,253943.620856076
393628,3381,1191,RAINWISE,SPU,RW,SPU,2016,C,,Montlake,,,PIN,5605000035,CST,,,1742,1646,12314,38673786-decb-4c6b-b188-3fd7365ad9cd,1277074.70002452,239348.435113132
393629,3382,1192,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,3424049035,RGN,,,1482,3050,22814,9c8a68d4-585b-424a-a5e2-eb2716095659,1284882.2099845,196092.029884845
393630,3383,1193,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,2724049154,CST,,,1653,1562,11684,2ea0b93e-d69f-4336-b1a5-de52044b319d,1284334.91219194,201376.993346259
393631,3384,1194,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,2624049027,CST,,,1802,1703,12738,2838b5df-5f52-479d-b92d-aed7b73011a3,1285809.50016145,198268.046847075
393632,3385,1195,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129302410,CST,,,1410,1332,9967,273ab4bf-e36b-40e0-9cfe-960033cec40c,1288280.44006798,191690.079992339
393633,3386,1196,RAINWISE,SPU,RW,SPU,2016,P,,Fremont,,,PIN,1930300555,CST,,,725,685,5125,1d628913-469a-4906-b299-32e547d56f04,1266088.95300525,243138.75006102
393634,3387,1197,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129300645,CRG,,,1330,2737,20474,9afade74-c4ed-4247-bac1-fb6e9912cf3c,1288100.1100838,190475.770103097
393635,3388,1198,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7131300259,CRG,,,1748,1652,12358,49dcc27c-2a71-4983-b08d-72adde561071,1287835.83993953,189934.440118536
393636,3389,1199,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,7518508050,CRG,,,1437,1358,10158,e0c1c60a-cf03-4541-be38-0cba6eb3cefa,1257939.68810092,252595.465078697
393637,3390,1200,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129300900,CST,,,1292,1221,9133,45de4223-48a1-4cb7-b470-71e1371a43b1,1289083.72000481,190218.939894825
393638,3391,1201,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,6021500120,CRG,,,1077,2214,16564,8d2c565d-013b-4df9-8317-d086e097e6c1,1258767.09686977,255132.325177297
393639,3392,1202,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,7950303035,CST,,,1092,1032,7719,b840a339-1ee6-42b9-ad19-7dcc14fa0f01,1282913.35993449,209733.229962811
393640,3393,1203,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,8121100070,CST,,,1300,1229,9189,70a2014a-478e-4a9b-ad4c-8d0d379fb0c3,1281995.70988555,210988.629964098
393641,3394,1204,RAINWISE,SPU,RW,SPU,2016,P,,Fremont,,,PIN,1930300954,CST,,,780,737,5514,eb528ce9-af4f-4aff-be43-ad3e75cb4367,1265752.90506892,243127.246125013
393642,3396,1205,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129302235,RGN,,,1704,3507,26231,9897cfcf-2148-4172-a924-b40ad61e715c,1288540.49011625,190570.579959184
393643,3395,1205,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129302235,RGN,,,1793,3690,27601,4444659f-6820-4c60-beab-9b7617373b85,1288540.49011625,190570.579959184
393644,3397,1206,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,3331500005,CST,,,689,651,4870,efebae0f-401e-44f6-8ae8-d5619f0126d4,1285626.65011327,205099.459974065
393645,3398,1207,RAINWISE,SPU,RW,SPU,2016,P,,Ballard,,,PIN,8602280000,CST,,,1066,1007,7535,f1c1eded-94f6-49fc-bbc5-6c328a642c09,1255086.43299399,250268.020916313
393646,3399,1208,RAINWISE,SPU,RW,SPU,2016,P,,Ballard,,,PIN,6610000690,CST,,,1625,1536,11486,14725e17-4845-419a-90ee-4c1835a60be0,1264708.95409185,244793.910126716
393647,3400,1209,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,7950304045,CST,,,1144,1081,8086,7954f27e-c14d-482b-8404-a5ddfc4e476a,1282480.62489404,208544.875017598
393648,3402,1210,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129302235,RGN,,,1704,3507,26231,58705bcc-81fa-4dec-beb1-148fb70c6ee8,1288540.49011625,190570.579959184
393649,3401,1210,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,7129302235,RGN,,,1793,3690,27601,e076f5c4-b65f-49c7-bddb-cb509011e0b5,1288540.49011625,190570.579959184
393650,3403,1211,RAINWISE,SPU,RW,SPU,2016,P,,Ballard,,,PIN,2767604205,CST,,,6281,5936,44398,a4f95638-46d7-48b7-91cd-f02520a3c1a1,1258260.78096524,248797.554994807
393651,3404,1212,RAINWISE,SPU,RW,SPU,2016,P,,Fremont,,,PIN,2516000520,RGN,,,691,1422,10637,6e219d68-4fa4-4cc9-9132-71868f091722,1263682.9889708,243851.32407774
393652,3405,1213,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,4154301975,CST,,,543,513,3835,f4dffbf7-0425-4c17-98f5-6d4200a5c08e,1284396.379968,209224.439946294
393653,3406,1214,RAINWISE,SPU,RW,SPU,2016,P,,North Union Bay,,,PIN,6392002140,RGN,,,1150,2367,17703,8118b05b-984f-4d6c-8e5d-f44df238d982,1282885.13983846,253110.493879229
393654,3407,1215,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,2624049169,CST,,,1360,1285,9613,b2e9e544-8e16-4c71-a59b-a693bae48c6e,1285903.41004954,200137.389888987
393655,3408,1216,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,7950301775,CRG,,,1240,2552,19088,c19f549a-af0f-4726-b495-d0af52ee963a,1281724.34982127,209575.890058652
393656,3409,1217,RAINWISE,SPU,RW,SPU,2016,P,,Genesee,,,PIN,5249801125,CST,,,768,726,5429,e2c825ee-77fc-4299-951d-512fe4bb6db3,1283766.31001537,207885.069896922
393657,3410,1218,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,7518502250,RGN,,,722,1486,11114,0b186853-8116-486d-83dc-7549963941d0,1259501.04784651,251242.316853315
393658,3411,1219,RAINWISE,SPU,RW,SPU,2016,C,,Ballard,,,PIN,2872100275,RGN,,,657,1350,10098,1f1d65e1-45e0-47bd-9e48-02410159391f,1255653.89609857,252880.893942997
393659,3412,1220,RAINWISE,SPU,RW,SPU,2016,C,,North Union Bay,,,PIN,9212900155,CRG,,,1008,2075,15521,e72f7493-fd8b-4a1c-8796-64e321acee03,1280366.11404388,254567.843000725
393660,3413,1221,RAINWISE,SPU,RW,SPU,2016,P,,Windermere,,,PIN,7326400005,CRG,,,1619,3332,24923,45dc4a19-7d77-4cc9-b665-ffffbe7e06e2,1286807.54701048,249447.275827482
393661,3414,1222,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,8070000135,CST,,,868,820,6136,8215bdc9-b392-43f6-a5db-cdb3bb415f33,1287686.49017937,192829.580025494
393662,3415,1223,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,4154303915,CST,,,1703,1609,12038,f2161739-4240-4e87-bb11-306012290498,1285312.13990495,207315.050056338
393663,3416,1224,RAINWISE,SPU,RW,SPU,2016,C,,Fremont,,,PIN,2265000325,CRG,,,1956,4025,30110,cc0d57db-a31f-48ee-9db2-55c5fe1ebd01,1269141.76804839,243904.891885802
393664,3417,1226,RAINWISE,SPU,RW,SPU,2016,P,,Henderson,,,PIN,4112100150,CST,,,931,880,6581,279ce557-c550-4337-aa80-6760330db6c4,1285890.04000154,204819.450053781
393665,3418,1227,RAINWISE,SPU,RW,SPU,2016,P,,Ballard,,,PIN,1175000205,CST,,,1555,1469,10988,3fae35ba-6c18-4478-8c90-65ed83554cf2,1255244.48285015,248844.552946866
393666,3419,1228,RAINWISE,SPU,RW,SPU,2016,P,,Leschi,,,PIN,2058600020,CST,,,1930,1824,13642,d297db48-3a73-477e-b1f1-3d12ddfc2be9,1280828.61311635,223856.378841266
393667,3420,1229,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,9212900545,CRG,,,1441,2388,17862,1d819250-4b0b-4dfb-8fc6-131cdae65053,1281268.40095681,254578.699000731
393668,3421,1230,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,2856100651,CST,,,892,843,6305,3adf7219-358b-44bc-8c2b-e3574936cbe7,1256827.12009977,250912.153140977
393669,3422,1231,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,PIN,5249801635,CST,,,1882,1778,13303,3bb91aa4-f1fb-4f01-b860-55f0a0ddaf5a,1284215.39014383,207462.590152487
393670,3423,1232,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,3812400070,CST,,,1266,1196,8949,8d9ccfda-ca33-4c9c-8025-0bcb64e1dbc7,1283545.50009513,202266.650051162
393671,3424,1233,RAINWISE,SPU,RW,SPU,2016,P,,Leschi,,,PIN,9829201045,CST,,,1694,1601,11974,d550256d-0d71-47eb-914c-0e03e8d85b92,1281309.57804485,223218.119960621
393672,3425,1234,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,7518508260,CST,,,621,587,4390,3f0b3dc6-e8bc-4a8c-adb8-5a7b43f22252,1257680.71683665,253013.832055137
393673,3426,1235,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,4303200547,CST,,,1325,1252,9366,77cfc7cc-54ed-4438-ad3d-2534299896f5,1264308.24983543,197141.640637919
393674,3427,1236,RAINWISE,SPU,RW,SPU,2017,P,,Delridge,,,PIN,3004800120,CST,,,3539,3344,25016,4eab202b-34d3-4b7c-9657-de53a3f47b1c,1263454.95005856,192183.820152834
393675,3428,1237,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,7410200060,CRG,,,1300,2675,20012,e95b93ed-0903-4501-8cb8-51e85ca0e874,1281252.34687679,250748.199092805
393676,3429,1238,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,Facility Address,4426 46th Ave S,CST,,,542,512,3831,cc3d0316-cd85-471f-91ea-7ef5b6667020,1284319.21670392,208673.520777732
393677,3430,1239,RAINWISE,SPU,RW,SPU,2017,C,,Delridge,,,PIN,9358001590,CST,,,1024,968,7238,a2432830-296e-48c0-8b86-6ca67ddde822,1260979.19709602,210257.64916335
393678,3431,1240,RAINWISE,SPU,RW,SPU,2017,P,,Duwamish,,,PIN,3959401430,CST,,,1174,1109,8299,4c982566-bf3e-4f4a-ab33-731669e3fd61,1273766.30110912,209620.945034698
393679,3432,1241,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,4356200120,CST,,,1088,1028,7691,6efa8301-46c0-4c46-9523-5f0809f54dd4,1286638.71008231,191013.490167648
393680,3433,1242,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,6650900015,RGN,,,1343,2764,20674,1c497bef-bc89-416b-8398-9d66271875ca,1287851.77984354,201501.040066376
393681,3434,1243,RAINWISE,SPU,RW,SPU,2016,P,,North Union Bay,,,PIN,7974700210,CRG,,,2020,3345,25018,c3e95e3f-91ef-423a-a07b-a65559ccc68f,1282876.73503844,247437.141105413
393682,3435,1244,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,PIN,5249801640,CST,,,1102,1041,7790,1186fd93-afd9-4a5a-8fff-a5d1357beda8,1284213.19001582,207524.429896548
393683,3437,1245,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,4303200219,CST,,,917,867,6482,59040484-beef-4955-88ec-d2a153a752e4,1263775.30013889,197159.789885938
393684,3436,1245,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,4303200219,CST,,,917,867,6482,ff18b65c-708d-47e6-a186-5b71aff49d28,1263775.30013889,197159.789885938
393685,3438,1247,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,Facility Address,6426 31st Ave SW,RGN,,,1524,3136,23460,5788ce87-386b-41e7-bfe5-e76acdf9ba97,1260632.56099968,202575.094659477
393686,3440,1248,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,PIN,2112700345,CST,,,1647,1557,11644,c5d9245f-6240-4238-8651-cbd7272b0b52,1265300.46014045,198338.48006314
393687,3439,1248,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,PIN,2112700345,CST,,,1647,1557,11644,6206b48d-333d-4656-b49b-5f75541c8367,1265300.46014045,198338.48006314
393688,3442,1249,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,PIN,8638500165,CST,,,1426,1348,10080,8052c800-0b75-4863-a358-6ada43ada1e9,1264888.50986803,199970.409920812
393689,3441,1249,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,PIN,8638500165,CST,,,1426,1348,10080,f1d991f7-05bb-4af4-a7ba-bd08e93b84d8,1264888.50986803,199970.409920812
393690,3443,1250,RAINWISE,SPU,RW,SPU,2016,P,,Highland Park,,,PIN,7972600910,CRG,,,2724,5606,41933,5a0b19f5-a1a3-45b5-810e-0c695c67744a,1265987.75006115,196906.620093673
393691,3445,1251,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,3298701032,CST,,,834,788,5895,5e8141ca-f0c6-419d-856f-2606bbcce86a,1264899.55998003,192839.820153505
393692,3444,1251,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,3298701032,CST,,,834,788,5895,235b93ef-d4f1-4945-a2f9-4d72a873b7ae,1264899.55998003,192839.820153505
393693,3447,1252,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,3298700120,CST,,,1313,1240,9278,d302d8a2-fcb7-4027-b8b1-e9f0dd7fd174,1264789.09009193,194689.999867409
393694,3446,1252,RAINWISE,SPU,RW,SPU,2016,C,,Highland Park,,,PIN,3298700120,CST,,,1313,1240,9278,45903991-9d1e-4cec-b86b-e81fcaa5ea51,1264789.09009193,194689.999867409
393695,3448,1253,RAINWISE,SPU,RW,SPU,2015,P,,Highland Park,,,PIN,2113701100,RGN,,,3401,6999,52354,d300e8e9-7e8f-4832-880d-df68aea11584,1265538.93009269,196706.620157465
393696,3449,1254,RAINWISE,SPU,RW,SPU,2015,C,,Highland Park,,,PIN,2113700676,RGN,,,1719,3540,26477,2cbb49b9-47a5-45ee-a45b-a1218559432a,1264659.82001179,196482.650109246
393697,3450,1255,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,PIN,5249804090,CST,,,636,601,4496,7c2a471b-112d-4ef8-92cf-f43f6ee4aca6,1286036.07808168,207440.591176465
393698,3451,1256,RAINWISE,SPU,RW,SPU,2017,P,,Fremont,,,PIN,9521100476,CST,,,935,883,6606,beede132-a2ca-47d1-a12a-fda908ea780e,1266403.59306958,245688.81291163
393699,3452,1257,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,6392001810,RGN,,,1248,2568,19212,abc76792-0bb3-4ed1-94ed-7c8b4dd9cdd3,1282620.57215819,253365.330999494
393700,3453,1258,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,PIN,7950304030,CRG,,,827,0,0,cd758fbf-7e11-4f1f-9ed5-1ca73f9c521e,1282508.78003007,208635.78004168
393701,3454,1259,RAINWISE,SPU,RW,SPU,2017,C,,Portage Bay,,,PIN,1959700695,CST,,,1714,1620,12116,e9a379a3-6588-429f-b8ee-d16aed5bb263,1274590.22994196,238556.127016321
393702,3455,1260,RAINWISE,SPU,RW,SPU,2017,P,,Ballard,,,PIN,2767601405,CST,,,1500,1418,10603,dbb89b5c-0333-4069-90e9-dc691f0b70f1,1257834.2129008,249990.529972032
393703,3456,1261,RAINWISE,SPU,RW,SPU,2017,P,,Highland Park,,,Facility Address,677 16th Ave SW,CST,,,2838,2682,20061,6aa3d9b0-d0e7-4465-8f3e-5469ed130e0e,1275710.72869511,221295.659222648
393704,3457,1262,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,7977201520,CST,,,1026,970,7252,72c71a63-0337-44cb-b443-cd12c0ae6400,1281042.19308457,253584.967031717
393705,3458,1263,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,0225039101,CST,,,1090,1030,7705,9b3e9a8a-429d-4506-afa8-76ef5257013b,1257541.9910765,254985.786105156
393706,3459,1264,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,2872100385,CRG,,,1112,2287,17110,f02521c7-f1da-4a3c-b5c8-fa4a5badc53d,1256003.62998693,252877.160054997
393707,3460,1265,RAINWISE,SPU,RW,SPU,2017,C,,Delridge,,,PIN,9358001690,CST,,,1548,1463,10942,a7064621-15b8-429e-a2a8-1014eaebaefc,1261337.8791444,210102.527115181
393708,3461,1266,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,0381000240,RGN,,,1755,3612,27016,45fe9019-84b2-47b2-851a-c5568e5e3750,1283817.86796741,251010.242869079
393709,3462,1267,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,0402000295,RGN,,,1288,2651,19827,9713ce06-e43c-4107-a94c-f02170b3364b,1283577.75001517,196448.310013205
393710,3463,1268,RAINWISE,SPU,RW,SPU,2017,S,,Henderson,,,PIN,5249801855,CST,,,1631,1541,11529,a5e00ee3-669f-496f-9a9a-26892e6bcf8c,1284275.95993589,210264.749899358
393711,3464,1269,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,4006000042,CRG,,,10596,13481,100840,38c81495-ec89-4b0d-b860-5b0086b2fca3,1283617.55603121,196316.505149066
393712,3465,1270,RAINWISE,SPU,RW,SPU,2017,C,,Highland Park,,,PIN,5005000140,CST,,,756,714,5344,289df084-b01d-464b-b577-e4e9e01629bf,1263012.52996211,193269.670009956
393713,3466,1271,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,8952900260,CST,,,1154,1091,8157,7d5c4ab4-6983-45de-a473-e3c7e7392f7d,1286077.66988973,203592.069956526
393714,3467,1272,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,4006000274,CST,,,955,902,6751,804b0ea5-3d8b-48b1-9c7b-771b897608ab,1283430.97011101,196302.229885057
393715,3468,1273,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,1105000235,CST,,,5052,4774,35711,7556f654-6768-4f42-abe6-9d5b9a4c9585,1285127.84992075,201950.719938844
393716,3469,1274,RAINWISE,SPU,RW,SPU,2017,P,,Queen Anne,,,PIN,9270200025,CST,,,555,524,3923,76e080bf-8b95-4a71-bbd2-50d372837df2,1262943.24797803,237667.444071412
393717,3470,1275,RAINWISE,SPU,RW,SPU,2017,P,,Ballard,,,PIN,1177000030,CST,,,562,531,3973,b2e15648-6590-46e9-bf6e-9f679435cda5,1254479.94800137,248557.734962568
393718,3471,1276,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,3693901075,CST,,,1643,1553,11614,55c46907-7e28-4105-a587-4c2e1a94601a,1254957.09398586,251129.862069204
393719,3472,1277,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,1895000075,CST,,,1449,1369,10242,6ebdf913-d86c-42a2-9e74-eabdcc3f18a2,1287186.12006687,191534.100024179
393720,3473,1278,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,6015500160,CRG,,,1603,2317,17333,d46e7948-1ad5-487b-9bce-ed8d7cec55b2,1282622.83494219,254723.253176883
393721,3474,1279,RAINWISE,SPU,RW,SPU,2017,C,,Delridge,,,PIN,3298700976,CST,,,1036,979,7323,7e2749db-d27d-4c34-96e2-065d7d5bf747,1265015.77009216,192491.629881158
393722,3475,1280,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,6392000519,CST,,,470,444,3322,17f5fc65-7821-41e1-afb3-d62f627d775e,1281962.12991752,253096.79083921
393723,3476,1281,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,2520900080,RGN,,,999,2056,15378,038c05f8-e3ab-42fc-b53e-c65ff44ad881,1288988.73984471,189102.67013368
393724,3477,1282,RAINWISE,SPU,RW,SPU,2017,P,,Fremont,,,PIN,8129700985,CST,,,847,800,5987,9217ea8e-07c0-46e4-a386-171171091978,1265786.66910096,243769.348845661
393725,3478,1283,RAINWISE,SPU,RW,SPU,2017,C,,Delridge,,,PIN,4302700155,CST,,,803,759,5676,c891c263-8aaa-4283-91f2-279f64bf36a4,1263742.22013886,197040.799933806
393726,3479,1284,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,7518505140,CRG,,,999,2058,15394,5ec8959c-5503-4445-8e58-74348285a590,1258791.04010178,250803.28786087
393727,3480,1285,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,5249802424,CST,,,1250,1181,8836,f9afab8c-5e3e-44b5-9e95-ab5ece85e0ff,1284378.42982398,207971.680009007
393728,3481,1286,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,5249803750,CST,,,712,673,5033,ae9e08b8-b81f-4010-b158-198512b65e6d,1285632.19014527,208044.859977081
393729,3482,1287,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,3812400200,CST,,,1264,1194,8935,48cf2489-70d8-404d-b12d-9755ce77403d,1283495.44012709,201945.590018839
393730,3483,1288,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,7131300400,CST,,,10783,10190,76221,b89a91e6-5860-4758-a461-908d75384417,1287913.2400036,189617.590070218
393731,3484,1289,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,7950302375,CST,,,2265,0,0,bc604311-bf72-437b-8423-a548ac62a658,1282452.70009401,209797.73997888
393732,3485,1290,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,1861100221,CST,,,744,703,5259,33fda870-12c9-426d-9903-be6c3e571fa3,1261439.54493649,235400.215013087
393733,3486,1291,RAINWISE,SPU,RW,SPU,2017,P,,Fremont,,,PIN,9521100425,CRG,,,1644,3383,25307,fab4650e-994d-4306-aa38-ca4f60ad4375,1266388.49207756,245571.693999514
393734,3487,1292,RAINWISE,SPU,RW,SPU,2017,P,,North Union Bay,,,PIN,6392003810,CST,,,1828,3139,23478,a0da4e93-6b5e-411a-898b-bc2c744beda0,1283923.34316751,252859.851062968
393735,3488,1293,RAINWISE,SPU,RW,SPU,2017,P,,Windermere,,,PIN,7326400030,CST,,,560,529,3958,d68557f4-7dc5-4e9f-bf03-076bd976fe30,1287129.3150748,249431.325107455
393736,3489,1294,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,6896300415,CST,,,2620,2476,18520,bf2b63fa-17a4-49cd-8b62-ddac9a9d21e0,1287596.94995528,195320.610172048
393737,3490,1295,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,7131300265,CST,,,1838,1737,12992,ab11c4ab-bef3-4142-82b9-0cbc781b3ea0,1287499.81011519,189987.679862589
393738,3491,1296,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,4006000089,CST,,,1421,1343,10044,bf1dcba2-36af-4a45-ac19-280356e1b664,1283570.91999917,195749.509884492
393739,3492,1297,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,3812400360,CST,,,1903,1798,13452,8c0c8892-8cd3-4a27-a7ae-4513f06bde2a,1283840.75999944,201604.940098479
393740,3493,1298,RAINWISE,SPU,RW,SPU,2017,P,,Genesee,,,PIN,5249802450,CST,,,820,775,5796,a2c90b14-5ee6-4505-8f28-8452c233ec4d,1284546.33011216,207993.710153028
393741,3494,1299,RAINWISE,SPU,RW,SPU,2017,P,,Henderson,,,PIN,1105000331,CST,,,3055,2887,21595,cb8a8968-a0bc-4eda-bf59-6ccbaf255841,1285445.20000108,201764.25011465
393742,3495,1300,RAINWISE,SPU,RW,SPU,2017,C,,Ballard,,,PIN,7518507790,RGN,,,1137,2340,17503,04316931-99dd-4e16-86b2-195868362e53,1257912.31184489,251833.158837914
393743,3496,1301,RAINWISE,SPU,RW,SPU,2017,C,,Highland Park,,,PIN,5005000145,CST,,,535,506,3782,4ca9f4e7-07ea-4827-8a39-a2f78ebe27e3,1263014.88004211,193229.820025906
