OBJECTID,GB_KEY,GSI_KEY,PROJECT NAME,DEPARTMENT,PURPOSE,FUNDER,INSTALL YEAR,SEWER CLASSIFICATION CODE,CSO BASIN KEY,CSO BASIN NAME,CREEK WATERSHED KEY,CREEK WATERSHED NAME,SOURCE TYPE,SOURCE ID,BEST MANAGED PRACTICE,NUMBER OF BMPS,INFILTRATION SQ FT,IMPERVIOUS MANAGED SQ FT,AVG ANNUAL RUNOFF VOL MANAGED CB FT,AVG ANNUAL RUNOFF VOL MANAGED GLN,GlobalID,x,y
393045,2798,607,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,4443800740,RGN,,,1199,2468,18457,0f08699f-9745-4943-989e-629d21d0e3a6,1256759.0290277,254304.228088453
393046,2799,608,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,6021502725,RGN,,,670,1379,10314,92721af0-1c07-4941-9330-b15580dfd1c0,1258349.49302933,254098.16088824
393047,2800,609,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,6021500995,CRG,,,950,1955,14624,1ef9ff36-ac79-4e3e-b24b-82caedd2c8ec,1257852.91005282,255435.233977616
393048,2801,610,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,6021501630,RGN,,,654,1346,10068,7afa4acb-8b27-4353-bc4a-592fa69a735a,1257976.88387695,254944.989881113
393049,2802,611,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,3693901480,CRG,,,1720,3540,26477,6359bcf3-da48-4951-9da0-aa6962d7ea9b,1255821.78390674,250896.069876954
393050,2803,612,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,0225039057,CRG,,,1872,3853,28817,ac6e1b89-0c8f-4ab1-ae6a-8d776f4d3fbb,1256486.25008343,255121.484281287
393051,2804,613,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,7518506625,RGN,,,1425,2933,21936,05ca9721-23b7-435e-9396-c1f0b752de2a,1258307.02102929,252228.250934318
393052,2805,614,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,7518505420,RGN,,,916,1885,14101,15a3c1f2-a743-4b46-8c34-bea6fb8947c9,1258431.38102941,250707.308084771
393053,2806,615,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,1254201005,CST,,,588,556,4156,adab8ecd-a0d4-448d-8a20-9bad02a9de9a,1256424.57795537,252246.336822346
393054,2807,616,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,6021500650,RGN,,,1355,2789,20859,7f99e1be-36fb-409e-a95b-8793c04cd4a7,1258239.31805322,255627.548921809
393055,2808,617,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,2856101880,RGN,,,901,1854,13870,3a50654a-d715-4475-b11b-e10a563d95af,1256825.66307577,251287.690165356
393056,2809,618,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,1232001990,CRG,,,1486,3058,22875,37370026-0a4a-45b1-90b1-2d6a68c0c5b5,1259134.13194214,253378.1478955
393057,2810,619,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,0225039039,RGN,,,567,1167,8728,983adb04-d031-4c0c-a2a3-f90ed4f2de44,1256193.27689913,253670.971127808
393058,2811,620,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,6021503060,RGN,,,636,1309,9790,ddbac934-3723-4ffa-9538-edfc6a986fbf,1257827.4239088,254285.505016431
393059,2812,621,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4442800060,CST,,,896,847,6333,ed462fa2-fd26-4bca-8e7d-dd6178762fe1,1256229.60886717,255304.643065482
393060,2813,622,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,4443800410,CRG,,,1239,2550,19073,bc5384d5-bfd7-4868-845f-091d71a66f4d,1256347.79990728,253678.918967813
393061,2814,623,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1254200315,RGN,,,728,1498,11207,7a253107-6b05-4bc3-b935-a1b62c90aea5,1257232.46608418,251997.096822083
393062,2815,624,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,4442800055,CRG,,,1348,2774,20751,2b958acc-124c-4e65-b565-d7f553247959,1256222.56291516,255341.857849509
393063,2816,625,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856101871,RGN,,,1080,2223,16625,cb80234e-4329-4793-86ef-52a0708853d8,1256826.64406778,251318.726133391
393064,2817,626,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518507675,RGN,,,1104,2272,16995,11081417-5a1d-4a1e-b653-320b863b122f,1258039.16003701,251502.295989588
393065,2818,627,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503510,RGN,,,1092,2247,16810,90f2f241-17fc-4046-a4ed-e1584bcf810c,1257391.12918836,253265.549047381
393066,2819,628,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443800665,RGN,,,848,1745,13054,5d288606-54b1-40fb-85fd-584958d9f631,1256620.82691556,253913.311864048
393067,2820,629,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2389100040,CST,,,532,503,3760,19d41b2c-6f44-42c4-bcd7-73f17c514eba,1259946.39997497,254565.100920722
393068,2821,630,RAINWISE,SPU,RW,SPU,2010,C,,Ballard,,,PIN,0225039070,CRG,,,1010,2079,15548,23d6faea-1e9a-472e-beb3-4d97f89ce07a,1256140.21206707,254351.019960493
393069,2822,631,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856102030,RGN,,,1012,2083,15579,23b5b3ff-9965-4792-8c1b-6d8bdd5dcaa4,1256697.60592364,251433.36600551
393070,2823,632,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021504040,CRG,,,749,1541,11530,fa6a1d8b-c94a-49d2-be08-691eeff4694d,1258206.86013319,253396.697079524
393071,2824,633,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518503085,RGN,,,726,1494,11176,c173388b-6ff6-40f2-ad7d-14280b8999a5,1259259.10903026,252455.48107855
393072,2825,634,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518507670,RGN,,,1237,2546,19042,85c902ff-fbee-4a52-948a-3146cb175909,1258036.79485302,251463.195061535
393073,2826,635,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856101950,RGN,,,1340,2758,20628,00dbe482-08e5-4bc3-9be0-79f41662a27e,1256688.46390763,251227.178101301
393074,2827,636,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856101806,RGN,,,588,1210,9052,2e8418e8-3f24-449a-ba5f-a70f4cbaae90,1256837.25987579,251647.701877728
393075,2828,637,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021500770,RGN,,,877,1805,13500,b253e675-1828-4e95-8af2-b6baae20f1d4,1258109.53091709,255281.697913453
393076,2829,638,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,8675400085,RGN,,,969,1994,14917,25fe4f3c-b82f-42ab-9961-6124e07a616d,1255076.34115398,254518.710904673
393077,2830,639,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3693901330,CRG,,,1168,2404,17980,cdf9aa75-227b-4c9c-b247-cf8ea2b25367,1256120.66909105,251152.525045216
393078,2831,640,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1232001655,CRG,,,1315,2706,20243,f37094ae-bce4-478e-8bea-54f383551444,1259663.17808668,253335.429175451
393079,2832,641,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3693901185,CRG,,,909,1871,13993,b3a51e88-ecff-4165-9c5f-468783b4a6c9,1255793.26787472,251159.067061231
393080,2833,642,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,9165100120,RGN,,,1102,2268,16964,189e9b13-3c8f-41cc-8a26-b35a9df2d579,1256713.65513965,252773.250166878
393081,2834,643,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856101815,CST,,,1701,1607,12024,9d042f8c-95ce-4669-b21a-fc780fad83ae,1256828.32809977,251612.170101687
393082,2835,644,RAINWISE,SPU,RW,SPU,2011,P,,Ballard,,,PIN,2767603905,RGN,,,613,1262,9436,06b70733-70bb-4a29-9134-a56ed0d410bc,1257340.0468843,249068.759859085
393083,2836,645,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443801745,RGN,,,1257,2587,19350,78728308-1baf-4d05-9700-8c3cffb322e1,1257451.99389242,254586.562168747
393084,2837,646,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1254200510,RGN,,,970,1996,14932,bff52f61-5521-4858-8b85-24a1545ce10a,1256974.76285192,252247.619958341
393085,2838,647,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021500575,RGN,,,639,1315,9837,467d331c-3def-40cc-949d-d553276698fa,1258233.81808521,255298.015097469
393086,2839,648,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518502970,RGN,,,993,2044,15286,9ba3d76d-98f0-4630-bb2a-a855bdc77a7a,1259400.02314241,252792.514870897
393087,2840,649,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518502780,RGN,,,777,1599,11961,0b3bda88-b99a-4532-bc9c-551a5aa8dc42,1259525.86602254,252809.062070921
393088,2841,650,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2872100955,RGN,,,795,1636,12238,dc9969a0-cbe7-4409-9d9f-856dea82703e,1254983.39184189,252488.828150585
393089,2842,651,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021500630,RGN,,,796,1638,12253,c11cb7ca-7b72-4f11-bb77-98081fe57810,1258248.46506123,255534.48312971
393090,2843,652,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,9165100115,RGN,,,403,829,6204,fbc302b1-6afb-4357-ace4-62d4fcf0265f,1256717.02390766,252733.641014844
393091,2844,653,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518503410,RGN,,,1399,2879,21536,6d160df4-6716-46d8-b720-552e2d1390f3,1259242.63498224,251548.540981635
393092,2845,654,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021502330,RGN,,,1187,2443,18272,4bf53f45-59b3-4fbd-830b-08b36a30e7d8,1258880.45002188,253922.724920064
393093,2846,655,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503620,RGN,,,912,1877,14039,56996add-1d2e-4fcb-9bbf-3a5dde9feeaf,1257814.21296479,253279.049975395
393094,2847,656,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7588700099,RGN,,,851,1751,13100,986ca0b9-dc09-4e4d-a7a7-fe7c487998ba,1259953.86090298,254877.583865032
393095,2848,657,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503830,RGN,,,1540,3169,23707,cc1b2b51-49ab-4522-af9e-ade980a93555,1257943.08406892,253308.654903427
393096,2849,658,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518508285,RGN,,,1527,3143,23506,76dc8794-60ac-4120-ba8b-9056aeef2041,1257804.48099677,252795.85906291
393097,2850,659,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518502980,RGN,,,896,1844,13793,bd00d6ae-c160-4eda-943f-4a00e14db95d,1259382.2029184,252846.359926954
393098,2851,660,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518507425,RGN,,,1233,2538,18981,d7951b0b-e014-4bef-8607-a17cedfee472,1258030.109861,250787.502132848
393099,2852,661,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021501980,RGN,,,1411,2904,21721,12eb7dc8-4e66-4263-b365-3e66236cb481,1258487.69392547,254509.972088665
393100,2853,662,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503040,RGN,,,572,1177,8805,4f522f54-eec4-4a32-8907-42581449ca00,1257963.03811693,254260.897144407
393101,2854,663,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3727800050,RGN,,,1882,3873,28971,4d37ab72-5dea-4eb6-9420-2df60c7e727e,1255853.61385877,253255.283959374
393102,2855,664,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3727800110,CST,,,1681,1589,11882,1cb46d63-706e-4ea7-992c-0cbbbc7a7b13,1255675.4869466,253506.49311164
393103,2856,666,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503825,RGN,,,1899,3908,29233,268d2d37-9a1b-4682-9a7e-b335e4eefb4c,1257939.09590891,253243.201015368
393104,2857,667,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443801045,CRG,,,1168,2404,17980,b7b262c4-c3d8-45ca-af93-b7675dc5e656,1257017.42486797,254779.153976932
393105,2858,668,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,Facility Address,7342 17th Ave NW,RGN,,,1243,2558,19135,09a95214-5f82-4595-8165-0b0ac887e58e,1259723.04381473,252695.942582801
393106,2859,669,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518506350,RGN,,,868,1786,13362,5d97bc5e-bbad-4151-b398-2d52f4da7fef,1258333.60003732,252729.285046831
393107,2860,670,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7588700135,RGN,,,932,1918,14347,f35194b4-6ead-4fa9-8949-b033b5bbd176,1259955.02199098,254959.069945127
393108,2861,671,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,0546000580,RGN,,,973,2002,14978,86016f5f-c012-49b4-ae0a-5ca0399cca49,1259560.49098258,254919.957177088
393109,2862,672,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3727800025,RGN,,,980,2017,15086,0bc817b9-5286-4636-b056-690e0c47cbd4,1255858.89206678,253506.522999629
393110,2863,673,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518505377,RGN,,,1202,2474,18503,9a4b15f6-89f5-40c5-b8c4-3c6f50b76ec0,1258426.93616541,250488.766836539
393111,2864,674,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021501865,CRG,,,766,1576,11792,10d7116d-b257-4f36-9962-2d4a924f977c,1258246.15894923,255020.367033184
393112,2865,675,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021502201,CRG,,,1028,2116,15825,ae83eda5-e861-41cc-a394-1a8c54865846,1258758.97482175,254540.880120695
393113,2866,676,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1254200735,CST,,,1470,1389,10391,b3778eec-0cbb-4d89-ae16-a914f0f08c62,1256702.78998765,252342.024950445
393114,2867,677,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503575,RGN,,,849,1747,13069,92ab6e8d-141a-4233-8e55-6aaa1d99a086,1257802.35997277,253596.618935719
393115,2868,678,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,3693901220,RGN,,,810,1667,12469,f73d5204-ad2a-4f0a-b4f0-7fb50c078336,1255875.8149468,251159.281909227
393116,2869,679,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021501870,RGN,,,1312,2700,20197,e2b0d02e-eee0-4985-94fe-23b77218d959,1258632.13814962,255011.34309718
393117,2870,680,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7588700242,RGN,,,934,1922,14378,9ca9bf9e-3be0-4e7b-a100-00f15ebf8061,1259842.19907886,255361.506105527
393118,2871,681,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503565,CRG,,,982,2021,15117,e8ed3e2f-6a91-487a-bc57-f3aef62d816f,1257825.41699679,253677.756855816
393119,2872,682,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443801260,CRG,,,1540,3169,23707,1813c1bb-4157-4e36-b75b-413b42d8687e,1256997.26185995,253787.344887927
393120,2873,683,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,2856102020,CST,,,2229,2106,15756,19c0a638-a8d8-422b-b20a-a9def4b28f02,1256705.34608366,251484.482037559
393121,2874,684,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503155,RGN,,,504,1037,7758,57c15933-2914-45d1-a39f-876f7287f4af,1257820.18506078,253771.642871901
393122,2875,685,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443800780,CST,,,1424,1346,10066,dcc2b434-dc82-4aa0-8a9c-e637e77bdb83,1256742.72790769,253982.363896117
393123,2876,686,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4442800220,RGN,,,1865,3838,28710,d9d2c820-71a0-4c2f-a4cf-f5e8b004423a,1255871.1430108,255309.814009488
393124,2877,687,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021500590,RGN,,,784,1613,12069,915f3e96-47f7-44be-861c-9d24face7e59,1258237.85283722,255343.316857517
393125,2878,688,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518507330,CRG,,,1011,2081,15563,515fee9b-fd83-4cc2-b2db-f1770dd36bf6,1257893.72592486,250609.713140666
393126,2879,689,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1254200105,RGN,,,1452,2988,22352,48e3780c-1fd1-4c83-a11b-1c12b8317683,1257492.34710845,251841.815989926
393127,2880,690,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1232001840,RGN,,,961,1978,14793,09d902c6-1ea8-4701-a1ed-cb7f378d1f86,1259366.79715838,253495.48197563
393128,2881,691,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7588700096,RGN,,,945,1945,14547,36286cb6-99ce-4d22-863a-3d7e450f4700,1259954.74410297,254833.948152989
393129,2882,692,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443801225,CRG,,,1269,2612,19535,afede2a3-cd6c-47ec-93ec-5e726552a749,1257014.03805196,254044.060920179
393130,2883,693,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,0225039121,RGN,,,984,2025,15148,e607b6eb-3eb6-437b-9b60-ef0af8edac3f,1257522.49206848,252642.291126743
393131,2884,694,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1232000580,RGN,,,1435,2953,22090,2b41297c-227e-4ffd-9643-99abca0cfd31,1259550.82499856,254096.716024235
393132,2885,695,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,4443801245,CRG,,,1621,3336,24953,139f6bfe-492f-4213-acc8-dc9532efafef,1257018.31197198,253906.706872046
393133,2886,696,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518503190,CRG,,,801,1648,12330,a5b4e055-7a55-416a-a134-98eef2ca1296,1259249.46301426,252301.071990401
393134,2887,697,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518506415,CRG,,,1763,3628,27139,340dfaa5-83fd-445c-93ee-ac0ed866b531,1258325.2260213,252440.439158544
393135,2888,698,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,7518506220,RGN,,,852,1753,13116,d1258ac6-59dc-45d3-9ecd-db283ce37159,1258587.63594158,252712.060982823
393136,2889,699,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021503625,RGN,,,1080,2223,16625,96bedafc-5a94-47bf-bfc5-e7aa83aa1082,1257816.43702878,253235.881143361
393137,2890,700,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,6021502835,RGN,,,1134,2334,17457,da14837b-55ef-477b-b724-b20b3db2f4e1,1258216.61994119,253969.549944103
393138,2891,701,RAINWISE,SPU,RW,SPU,2011,C,,Ballard,,,PIN,1232001730,RGN,,,552,1136,8497,4599d63c-f5f0-478e-8c18-5c283a73c110,1259267.43907827,253420.081847548
393139,2892,702,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,3727800170,CST,,,1497,1415,10582,1a0d8a43-8441-4177-b601-9fa10170d133,1255531.81302644,253138.279927254
393140,2893,703,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2872101931,RGN,,,862,1774,13269,87cd8b36-b967-4999-9532-e7c595f22830,1254974.89187388,251980.508982077
393141,2894,704,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,3693900855,CST,,,738,697,5217,36b2de90-9e2c-44aa-a313-f9762eb2de4c,1255501.85110642,251298.24389337
393142,2895,705,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2872100615,CRG,,,1331,2455,18366,16f14c8c-129e-44b4-8eca-af54bc016213,1255889.25910681,252619.992886722
393143,2896,706,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518503760,RGN,,,1579,3250,24307,a480e65f-e642-47f6-8343-6cee4473be96,1258960.60010196,250691.04894875
393144,2897,707,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,4443800575,RGN,,,1793,1694,12674,4687e839-1a53-4010-9e7e-209f5913ab01,1256738.49302769,253635.711031765
393145,2898,708,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518505790,RGN,,,987,2031,15194,93653ef6-3996-40e2-907f-84de4ecc1029,1258575.19600557,251773.347957864
393146,2899,709,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2872102300,RGN,,,1244,2560,19150,286e4cdc-3d48-42bc-b8c3-a6583e884d77,1255977.5850589,251837.821877927
393147,2900,710,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,3693901530,CRG,,,1404,2889,21613,5bf21a6b-8090-4fe0-ba27-2e749dfa4e77,1255759.34992269,250899.619060963
393148,2901,711,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518508907,CRG,,,1518,3124,23368,cdddf865-f6ac-4d0e-bc2c-a6f75aee2f72,1257635.33603661,250961.799029022
393149,2902,712,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021503115,RGN,,,1185,2439,18242,97107964-193c-4f04-b848-e2df43e88dd6,1257825.0440048,254055.945080191
393150,2903,713,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,1232001455,RGN,,,1196,2461,18411,0829c22d-e4ce-4fe6-83d4-bf2133439870,1259924.05091895,253135.86002326
393151,2904,714,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021501920,RGN,,,820,1688,12623,dbcd59c1-b83d-4b68-a573-d4c379aeb4c3,1258616.32291761,254664.086904824
393152,2905,715,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2872102361,RGN,,,966,1988,14870,e7e3cb64-7562-471f-aed7-683e150c6eab,1256169.9698911,251924.522870019
393153,2906,716,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518503805,RGN,,,920,1893,14162,b4d69a32-fc2e-481d-984f-6dcb6a4cfba5,1258973.75594197,250921.814900994
393154,2907,717,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518501200,CRG,,,819,1686,12608,4d1d78e8-c1e2-42da-bbc5-1e88abf8a3df,1259791.84912682,252610.87711072
393155,2908,718,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,4443800305,RGN,,,1000,2058,15394,a6ae9c63-a53e-48f0-9a2d-011dcc30f536,1256483.82390742,253985.21298413
393156,2909,719,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021502495,RGN,,,1435,2953,22090,af9d6e2b-6019-4d4b-8dfe-19e77d952159,1258599.94890159,253980.736888126
393157,2910,720,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,4443800435,CRG,,,1647,2722,20359,5858b647-e6bc-4fdd-b613-ac7042d2ca22,1256475.49091542,253532.435959667
393158,2911,721,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021503815,CRG,,,872,1795,13423,743c02b4-02d9-429e-b89f-b6e9b5155463,1257936.2321009,253159.194935277
393159,2912,722,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518501880,RGN,,,1598,3289,24599,d2471080-0fb1-4dae-a134-46476c5dfbc2,1259744.69597477,250495.940084547
393160,2913,723,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518508060,CRG,,,1439,2961,22152,d90918b7-e61e-4520-bb00-a13177520f74,1257939.05885291,252645.217910752
393161,2914,724,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2872101620,RGN,,,899,1850,13839,c83866fe-8f86-4d90-9b30-5e738aee5b50,1255785.94601871,252228.293878332
393162,2915,725,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518505090,CRG,,,630,829,6202,cdb1bde0-8871-4daf-85d2-b87e164fdf62,1258684.05898167,250851.29893291
393163,2916,726,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021500925,RGN,,,1088,2239,16748,9ccaabd4-a9ad-466c-be27-5a61b47a3f4f,1257990.05411696,255630.118137807
393164,2917,727,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518504775,RGN,,,1011,2081,15563,1b3a53b8-33ba-4b34-b367-ba8a863e4020,1258722.39914171,252269.180982366
393165,2918,728,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,6021503190,RGN,,,1092,2247,16810,b0a7addb-0d6e-4ed8-9517-08d0d24185f8,1257685.89494865,254008.78904815
393166,2919,729,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,4443801110,CRG,,,1105,2274,17010,ce919c47-a4bd-45d2-a6f7-71c1bbf26718,1256871.78307582,253871.096056014
393167,2920,730,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518501945,RGN,,,1692,3482,26046,7f1bdadd-1a01-4b6e-a40c-87c9066cb40d,1259607.83799063,250540.073844597
393168,2921,731,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,2856101835,RGN,,,1496,3079,23029,9e7afb38-55e0-4a31-ba25-43596699c055,1256835.33008379,251513.12600559
393169,2922,732,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,3693901370,RGN,,,876,1803,13485,acb1f769-abe3-498f-b05b-d1eebdc1722f,1256101.71113904,250897.268020958
393170,2923,733,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518505890,RGN,,,1437,2957,22121,b9258d50-d602-427a-b460-b3407f71e5ec,1258437.80195743,251978.588022068
393171,2924,734,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,3693900405,RGN,,,1325,2727,20397,ef855117-03a6-4b45-b326-217624f08520,1255772.38205069,251548.608885631
393172,2925,736,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518501890,RGN,,,2064,4248,31773,845773bd-52f1-4d74-a517-5ba089401db5,1259747.79114276,250535.927860588
393173,2926,737,RAINWISE,SPU,RW,SPU,2012,P,,Ballard,,,PIN,2767602841,RGN,,,1235,2542,19011,0a172f99-56ac-42cb-9ebe-1a4faf45a6f0,1257145.1250921,249244.203059271
393174,2927,738,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518505030,CRG,,,1083,2229,16672,3645a160-ebe2-422b-90d2-ea5d011f7540,1258699.59997369,251224.715829298
393175,2928,739,RAINWISE,SPU,RW,SPU,2012,C,,Ballard,,,PIN,7518503795,RGN,,,944,1943,14532,58c06bf8-8362-4ace-8909-a7e3109116ba,1258973.65680598,250878.80709295
